x,y,stimulus,gender,blank_loop.thisRepN,blank_loop.thisTrialN,blank_loop.thisN,blank_loop.thisIndex,scrambled_loop.thisRepN,scrambled_loop.thisTrialN,scrambled_loop.thisN,scrambled_loop.thisIndex,happy_loop.thisRepN,happy_loop.thisTrialN,happy_loop.thisN,happy_loop.thisIndex,sad_loop.thisRepN,sad_loop.thisTrialN,sad_loop.thisN,sad_loop.thisIndex,angry_loop.thisRepN,angry_loop.thisTrialN,angry_loop.thisN,angry_loop.thisIndex,neutral_loop.thisRepN,neutral_loop.thisTrialN,neutral_loop.thisN,neutral_loop.thisIndex,happy_loop2.thisRepN,happy_loop2.thisTrialN,happy_loop2.thisN,happy_loop2.thisIndex,sad_loop2.thisRepN,sad_loop2.thisTrialN,sad_loop2.thisN,sad_loop2.thisIndex,angry_loop2.thisRepN,angry_loop2.thisTrialN,angry_loop2.thisN,angry_loop2.thisIndex,netral_2.thisRepN,netral_2.thisTrialN,netral_2.thisN,netral_2.thisIndex,scrambled_loop2.thisRepN,scrambled_loop2.thisTrialN,scrambled_loop2.thisN,scrambled_loop2.thisIndex,blank_loop2.thisRepN,blank_loop2.thisTrialN,blank_loop2.thisN,blank_loop2.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,participant,session,date,expName,psychopyVersion,frameRate
,,POFA/fMRI_POFA/021c.tif,,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,1.2356360038393177,,,,,,,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/013c.tif,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.8608718026080169,,,,,,,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/033c.tif,,,,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.8765621117781848,,,,,,,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/072c.tif,,,,,,0,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.7229685202473775,,,,,,,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/006c.tif,,,,,,0,4,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.9859950550599024,,,,,,,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/013c.tif,,,,,,0,5,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.3605210684472695,,,,,,,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/033c.tif,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.4388745787437074,,,,,,,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/021c.tif,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.3767670311499387,,,,,,,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/083c.tif,,,,,,0,8,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.2668994748964906,,,,,,,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/006c.tif,,,,,,0,9,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.5713335187756456,,,,,,,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/001a.tif,f,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1.063870420155581,,,,,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/084a.tif,f,,,,,,,,,0,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1.094653976499103,,,,,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/014a.tif,m,,,,,,,,,0,2,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1.189212748722639,,,,,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/007a.tif,f,,,,,,,,,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.8452349352301098,,,,,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/093a.tif,f,,,,,,,,,0,4,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1.1108992313384078,,,,,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/066a.tif,f,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1.0794952543219551,,,,,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/057a.tif,f,,,,,,,,,0,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,1.282793995575048,,,,,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/101a.tif,m,,,,,,,,,0,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,1.0627598210703582,,,,,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/042a.tif,f,,,,,,,,,0,8,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.9227001077961177,,,,,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/048a.tif,f,,,,,,,,,0,9,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.9228540627518669,,,,,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/058a.tif,f,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.7984220149228349,,,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/008a.tif,f,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.8291124904644676,,,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/023a.tif,m,,,,,,,,,,,,,0,2,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,,,,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/086a.tif,f,,,,,,,,,,,,,0,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.73571068077581,,,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/033a-sad.tif,m,,,,,,,,,,,,,0,4,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,,,,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/094a.tif,f,,,,,,,,,,,,,0,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.6105138130951673,,,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/015a.tif,m,,,,,,,,,,,,,0,6,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,,,,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/049a.tif,f,,,,,,,,,,,,,0,7,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.7760012203361839,,,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/002a.tif,f,,,,,,,,,,,,,0,8,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.7045254259137437,,,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/067a.tif,f,,,,,,,,,,,,,0,9,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.5476191487396136,,,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/025a.tif,m,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.6888843115302734,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/010a.tif,f,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.720223521348089,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/069a.tif,f,,,,,,,,,,,,,,,,,0,2,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.7355114241945557,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/061a.tif,f,,,,,,,,,,,,,,,,,0,3,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.9074631693656556,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/044a.tif,f,,,,,,,,,,,,,,,,,0,4,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.7825154609745368,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/030a.tif,m,,,,,,,,,,,,,,,,,0,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.6263417970039882,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/018a.tif,m,,,,,,,,,,,,,,,,,0,6,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,1.0785598452785052,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/038a.tif,m,,,,,,,,,,,,,,,,,0,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.9713788912049495,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/003a.tif,f,,,,,,,,,,,,,,,,,0,8,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.6884496985003352,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/053a.tif,f,,,,,,,,,,,,,,,,,0,9,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.7038908483809792,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/056a.tif,f,,,,,,,,,,,,,,,,,,,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1.22017184906872,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/033a.tif,m,,,,,,,,,,,,,,,,,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.7511390896397643,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/021a.tif,m,,,,,,,,,,,,,,,,,,,,,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.6734113088459708,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/083a.tif,m,,,,,,,,,,,,,,,,,,,,,0,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.7203357137623243,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/047a.tif,f,,,,,,,,,,,,,,,,,,,,,0,4,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.985943382838741,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/028a.tif,m,,,,,,,,,,,,,,,,,,,,,0,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.6734689977602102,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/072a.tif,f,,,,,,,,,,,,,,,,,,,,,0,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.6444426512462087,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/041a.tif,m,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.9075987205142155,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/006a.tif,f,,,,,,,,,,,,,,,,,,,,,0,8,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.7503725001588464,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/013a.tif,f,,,,,,,,,,,,,,,,,,,,,0,9,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.6890467605553567,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/007a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,c,0.7670895295450464,,,,,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/084a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,c,0.6572138331830502,,,,,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/014a.tif,m,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,9,,,,,,,,,,,,,,,,,,,,,,,,,b,0.6108319867053069,,,,,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/057a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,c,0.5327403767150827,,,,,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/101a.tif,m,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,8,,,,,,,,,,,,,,,,,,,,,,,,,b,0.7201753883273341,,,,,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/042a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,c,0.7203081080806442,,,,,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/001a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,c,0.6728393750963733,,,,,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/048a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,c,1.0167952455813065,,,,,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/066a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,5,,,,,,,,,,,,,,,,,,,,,,,,,c,0.7036247010109946,,,,,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/093a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,7,,,,,,,,,,,,,,,,,,,,,,,,,c,0.6884500524029136,,,,,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/067a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,c,0.7553036593599245,,,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/058a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,c,0.6727077171090059,,,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/033a-sad.tif,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,9,,,,,,,,,,,,,,,,,,,,,,,b,,,,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/049a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,c,0.6418551464448683,,,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/015a.tif,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,7,,,,,,,,,,,,,,,,,,,,,,,b,,,,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/008a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,1,,,,,,,,,,,,,,,,,,,,,,,c,0.7670428122510202,,,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/023a.tif,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,8,,,,,,,,,,,,,,,,,,,,,,,b,,,,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/002a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,0,,,,,,,,,,,,,,,,,,,,,,,c,0.6575429781805724,,,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/094a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,6,,,,,,,,,,,,,,,,,,,,,,,c,0.5481560444459319,,,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/086a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,5,,,,,,,,,,,,,,,,,,,,,,,c,0.5640045556356199,,,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/038a.tif,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5,,,,,,,,,,,,,,,,,,,,,b,0.7047030935063958,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/044a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,6,,,,,,,,,,,,,,,,,,,,,c,0.5790195866138674,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/025a.tif,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,b,0.6728386672912166,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/053a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,7,,,,,,,,,,,,,,,,,,,,,c,0.8919438032316975,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/018a.tif,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,2,,,,,,,,,,,,,,,,,,,,,b,0.8919292925857008,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/061a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,8,,,,,,,,,,,,,,,,,,,,,c,0.7356561772176065,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/010a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,1,,,,,,,,,,,,,,,,,,,,,c,1.235611229436472,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/069a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,9,,,,,,,,,,,,,,,,,,,,,c,0.9699214511201717,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/003a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,0,,,,,,,,,,,,,,,,,,,,,c,0.8449581702589057,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/030a.tif,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,4,,,,,,,,,,,,,,,,,,,,,b,0.7043194448342547,,,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/072a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,,,c,0.8766318339039572,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/006a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,c,0.7355705287191086,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
,,POFA/fMRI_POFA/083a.tif,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,5,,,,,,,,,,,,,,,,,,,b,0.8137074402766302,04-eliseo,1,2019_Oct_24_2059,emofaces,3.0.1,63.98531657052216
