x,y,stimulus,gender,blank_loop.thisRepN,blank_loop.thisTrialN,blank_loop.thisN,blank_loop.thisIndex,scrambled_loop.thisRepN,scrambled_loop.thisTrialN,scrambled_loop.thisN,scrambled_loop.thisIndex,happy_loop.thisRepN,happy_loop.thisTrialN,happy_loop.thisN,happy_loop.thisIndex,sad_loop.thisRepN,sad_loop.thisTrialN,sad_loop.thisN,sad_loop.thisIndex,angry_loop.thisRepN,angry_loop.thisTrialN,angry_loop.thisN,angry_loop.thisIndex,neutral_loop.thisRepN,neutral_loop.thisTrialN,neutral_loop.thisN,neutral_loop.thisIndex,happy_loop2.thisRepN,happy_loop2.thisTrialN,happy_loop2.thisN,happy_loop2.thisIndex,sad_loop2.thisRepN,sad_loop2.thisTrialN,sad_loop2.thisN,sad_loop2.thisIndex,angry_loop2.thisRepN,angry_loop2.thisTrialN,angry_loop2.thisN,angry_loop2.thisIndex,netral_2.thisRepN,netral_2.thisTrialN,netral_2.thisN,netral_2.thisIndex,scrambled_loop2.thisRepN,scrambled_loop2.thisTrialN,scrambled_loop2.thisN,scrambled_loop2.thisIndex,blank_loop2.thisRepN,blank_loop2.thisTrialN,blank_loop2.thisN,blank_loop2.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_6.keys,key_resp_6.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,participant,session,date,expName,psychopyVersion,frameRate
,,POFA/fMRI_POFA/021c.tif,,,,,,0,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/072c.tif,,,,,,0,7,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.03148389599300572,,,,,,,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/013c.tif,,,,,,0,8,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,2.6093350293122057,,,,,,,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/033c.tif,,,,,,0,9,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,1.1564228450242808,,,,,,,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/093a.tif,f,,,,,,,,,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1.2812552645400501,,,,,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/042a.tif,f,,,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.8279941164555567,,,,,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/007a.tif,f,,,,,,,,,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.7188601129428207,,,,,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/048a.tif,f,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.6720844534856951,,,,,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/001a.tif,f,,,,,,,,,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.6096464777301662,,,,,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/014a.tif,m,,,,,,,,,0,5,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.6876933280673256,,,,,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/101a.tif,m,,,,,,,,,0,6,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.9062405769154793,,,,,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/057a.tif,f,,,,,,,,,0,7,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1.0781746149723404,,,,,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/066a.tif,f,,,,,,,,,0,8,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.7033722785427017,,,,,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/084a.tif,f,,,,,,,,,0,9,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.9532937086005404,,,,,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/094a.tif,f,,,,,,,,,,,,,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,,,,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/008a.tif,f,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,,,,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/058a.tif,f,,,,,,,,,,,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,,,,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/015a.tif,m,,,,,,,,,,,,,0,3,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.7502962299167848,,,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/049a.tif,f,,,,,,,,,,,,,0,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,,,,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/023a.tif,m,,,,,,,,,,,,,0,5,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.7500077862105172,,,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/086a.tif,f,,,,,,,,,,,,,0,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,,,,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/002a.tif,f,,,,,,,,,,,,,0,7,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,,,,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/067a.tif,f,,,,,,,,,,,,,0,8,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,,,,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/033a-sad.tif,m,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.5185871000894622,,,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/010a.tif,f,,,,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.5941448405028495,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/053a.tif,f,,,,,,,,,,,,,,,,,0,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.6881997856662565,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/025a.tif,m,,,,,,,,,,,,,,,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.7345270301839264,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/038a.tif,m,,,,,,,,,,,,,,,,,0,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.7970970175983894,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/069a.tif,f,,,,,,,,,,,,,,,,,0,4,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.7028396309624441,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/061a.tif,f,,,,,,,,,,,,,,,,,0,5,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.5937537603849705,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/030a.tif,m,,,,,,,,,,,,,,,,,0,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.7188947969716537,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/044a.tif,f,,,,,,,,,,,,,,,,,0,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.6252567679866843,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/018a.tif,m,,,,,,,,,,,,,,,,,0,8,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.6094942927084048,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/003a.tif,f,,,,,,,,,,,,,,,,,0,9,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.6567608373434268,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/056a.tif,f,,,,,,,,,,,,,,,,,,,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1.2185596360013733,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/041a.tif,m,,,,,,,,,,,,,,,,,,,,,0,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.7345868424363289,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/033a.tif,m,,,,,,,,,,,,,,,,,,,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.8282153156178538,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/013a.tif,f,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.7188725000951308,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/028a.tif,m,,,,,,,,,,,,,,,,,,,,,0,4,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.7189078919609528,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/047a.tif,f,,,,,,,,,,,,,,,,,,,,,0,5,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.8595296845742268,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/072a.tif,f,,,,,,,,,,,,,,,,,,,,,0,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1.5198357251156267,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/006a.tif,f,,,,,,,,,,,,,,,,,,,,,0,7,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,0.8905786145360253,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/083a.tif,m,,,,,,,,,,,,,,,,,,,,,0,8,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.7816459907389799,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/021a.tif,m,,,,,,,,,,,,,,,,,,,,,0,9,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.8126213056193592,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/066a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,c,0.6874112548966878,,,,,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/084a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,c,0.5467795525619294,,,,,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/093a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,c,0.6251633334604776,,,,,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/014a.tif,m,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,9,,,,,,,,,,,,,,,,,,,,,,,,,b,1.173207083469606,,,,,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/001a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,c,1.0008016257606869,,,,,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/101a.tif,m,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,8,,,,,,,,,,,,,,,,,,,,,,,,,b,1.1251573168428877,,,,,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/007a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,c,0.5469512031113481,,,,,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/057a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,4,,,,,,,,,,,,,,,,,,,,,,,,,c,1.0627002294804697,,,,,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/042a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,2,,,,,,,,,,,,,,,,,,,,,,,,,c,1.10975371508448,,,,,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/048a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,3,,,,,,,,,,,,,,,,,,,,,,,,,c,0.9225487947651345,,,,,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/049a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,c,,,,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/008a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,c,,,,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/094a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,6,,,,,,,,,,,,,,,,,,,,,,,c,,,,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/023a.tif,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,8,,,,,,,,,,,,,,,,,,,,,,,b,0.5937388958027441,,,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/058a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,3,,,,,,,,,,,,,,,,,,,,,,,c,,,,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/015a.tif,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,7,,,,,,,,,,,,,,,,,,,,,,,b,0.6563134841589999,,,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/033a-sad.tif,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,9,,,,,,,,,,,,,,,,,,,,,,,b,0.9527143437571794,,,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/067a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,4,,,,,,,,,,,,,,,,,,,,,,,c,,,,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/086a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,5,,,,,,,,,,,,,,,,,,,,,,,c,,,,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/002a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,0,,,,,,,,,,,,,,,,,,,,,,,c,,,,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/025a.tif,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,,,,,,,,,b,0.7657826486420163,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/044a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,6,,,,,,,,,,,,,,,,,,,,,c,0.7813855066069664,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/053a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,7,,,,,,,,,,,,,,,,,,,,,c,0.922150282356597,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/030a.tif,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,4,,,,,,,,,,,,,,,,,,,,,b,0.7349354523157672,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/003a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,0,,,,,,,,,,,,,,,,,,,,,c,1.3439738977913294,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/038a.tif,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,b,0.8297017739823787,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/018a.tif,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,2,,,,,,,,,,,,,,,,,,,,,b,1.015516501811362,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/061a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,8,,,,,,,,,,,,,,,,,,,,,c,0.6874753141737528,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/069a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,9,,,,,,,,,,,,,,,,,,,,,c,0.9219708455966611,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/010a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,1,,,,,,,,,,,,,,,,,,,,,c,0.687565209512286,,,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/041a.tif,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,7,,,,,,,,,,,,,,,,,,,b,0.6567877351608331,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/047a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,8,,,,,,,,,,,,,,,,,,,c,0.5782358428996304,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/028a.tif,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,6,,,,,,,,,,,,,,,,,,,b,0.6877552638325142,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
,,POFA/fMRI_POFA/056a.tif,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,9,,,,,,,,,,,,,,,,,,,c,0.6718034420709955,10-rosa,1,2020_Feb_25_1901,emofaces,3.0.1,63.90368901114253
